Player,League Value,Proj Value,Avg Cost,FGM,FG%,FTM,3PTM,PTS,REB,AST,ST,BLK,FGM Percentile,FG% Percentile,FTM Percentile,3PTM Percentile,PTS Percentile,REB Percentile,AST Percentile,STL Percentile,BLK Percentile,FGM Z-Score,FG% Z-Score,FTM Z-Score,3PTM Z-Score,PTS Z-Score,REB Z-Score,AST Z-Score,STL Z-Score,BLK Z-Score,Mean Percentile,Mean Percentile/Avg Cost,Mean Z-Score,Mean Z-Score/Avg Cost,Fitted Avg Cost,Avg Cost Residaual
Taurean Prince Atl - F,1,1,1.6,114,0.4,74,33,335,157,55,43,27,0.087108014,0.12543554,0.344947735,0.31358885,0.104529617,0.149825784,0.156794425,0.386759582,0.515679443,-1.130913825,-1.012787067,-0.532096577,-0.640190929,-1.010346507,-0.866012121,-0.766591405,-0.461602978,-0.274070619,0.242740999,51.64662222,-0.743845781,-158.2638377,2.506868247,-0.906868247
Michael Kidd-Gilchrist Cha - F,1,1,1.5,295,0.477,152,1,743,565,114,81,77,0.595818815,0.679442509,0.728222997,0.142857143,0.536585366,0.905923345,0.477351916,0.797909408,0.888501742,-0.007912268,0.187619551,0.120017404,-1.167359717,-0.127750852,1.254000325,-0.366409753,0.79790217,1.270064983,0.639179249,157.6409995,0.217796872,53.71531785,4.623217519,-3.123217519
Kelly Olynyk Mia - C,1,1,1.1,260,0.512,90,68,678,361,148,43,29,0.49825784,0.794425087,0.445993031,0.533101045,0.491289199,0.682926829,0.602787456,0.386759582,0.547038328,-0.225067265,0.733258923,-0.398329607,-0.063600067,-0.268360454,0.193994102,-0.135796597,-0.461602978,-0.212305195,0.553619822,580.8611662,-0.093089904,-97.67047375,2.11781298,-1.01781298
Maurice Harkless Por - F,1,1,1,314,0.503,77,68,773,341,88,85,69,0.6271777,0.770034843,0.365853659,0.533101045,0.578397213,0.662020906,0.351916376,0.839721254,0.867595819,0.109971874,0.592951656,-0.50701527,-0.063600067,-0.062854113,0.090071923,-0.542760989,0.930481659,1.023003287,NA,NA,NA,NA,NA,NA
Austin Rivers LAC - G,1,1,1,323,0.442,132,111,889,161,204,48,10,0.644599303,0.390243902,0.644599303,0.759581882,0.675958188,0.163763066,0.738675958,0.466898955,0.160278746,0.16581173,-0.358019821,-0.047191309,0.644782991,0.188079946,-0.845227686,0.244036836,-0.295878616,-0.799076723,NA,NA,NA,NA,NA,NA
Enes Kanter NY - C,1,1,1.8,402,0.545,224,5,1033,482,67,32,38,0.783972125,0.902439024,0.846689895,0.181184669,0.763066202,0.832752613,0.243902439,0.198606272,0.672473868,0.655961581,1.247718902,0.721968771,-1.101463618,0.499584295,0.822723283,-0.685198527,-0.826196573,0.065639214,0.602787456,102.552081,0.155637481,26.47856614,3.658206457,-1.858206457
Derrick Rose Cle - G,1,1,1.9,460,0.471,221,13,1154,246,283,44,17,0.860627178,0.641114983,0.836236934,0.209059233,0.829268293,0.425087108,0.839721254,0.400696864,0.31358885,1.015818433,0.094081373,0.696887464,-0.969671421,0.761334477,-0.403558426,0.779873286,-0.428458105,-0.582897739,0.595044522,92.70716197,0.107045482,16.67754683,3.076849631,-1.176849631
Tyler Johnson Mia - G,1,1,1.2,357,0.433,195,93,1002,293,233,84,44,0.693379791,0.31358885,0.804878049,0.658536585,0.738675958,0.557491289,0.783972125,0.832752613,0.777003484,0.376762299,-0.498327088,0.479516137,0.348250548,0.432524331,-0.159341306,0.440736292,0.897336787,0.250935486,0.684475416,375.4220994,0.285377054,156.5240332,5.958372685,-4.758372685
"Taj Gibson Min - F,C",1,1,1.1,365,0.515,113,3,846,485,73,41,65,0.710801394,0.81533101,0.56097561,0.174216028,0.644599303,0.836236934,0.261324042,0.355400697,0.857142857,0.426397727,0.780028012,-0.206039587,-1.134411667,0.095061286,0.83831161,-0.644502087,-0.527892722,0.899472439,0.579558653,608.0763397,0.058491668,61.36980106,2.642013486,-1.542013486
"Courtney Lee NY - G,F",1,1,1.1,321,0.456,85,108,835,258,179,81,24,0.637630662,0.522648084,0.418118467,0.742160279,0.6271777,0.456445993,0.675958188,0.797909408,0.466898955,0.153402873,-0.139764072,-0.440131785,0.595360918,0.071265815,-0.341205119,0.074468339,0.79790217,-0.366718755,0.593883082,623.1056146,0.044953376,47.165346,2.545761756,-1.445761756
"Richaun Holmes Phi - F,C",1,1,1,230,0.558,72,27,559,311,58,42,54,0.414634146,0.926829268,0.327526132,0.282229965,0.351916376,0.613240418,0.191637631,0.3728223,0.81533101,-0.41120012,1.450384954,-0.548817449,-0.739035077,-0.525784186,-0.065811345,-0.746243186,-0.49474785,0.559762606,NA,NA,NA,NA,NA,NA
Trevor Booker Bkn - F,1,1,1.1,305,0.516,74,25,709,571,138,75,28,0.620209059,0.822299652,0.344947735,0.264808362,0.515679443,0.912891986,0.557491289,0.745644599,0.536585366,0.054132017,0.795617708,-0.532096577,-0.771983126,-0.20130049,1.285176979,-0.203623996,0.599032936,-0.243187907,0.591173055,620.2622383,0.086863061,91.1372329,2.878772702,-1.778772702
Rondae Hollis-Jefferson Bkn - F,1,1,1.3,235,0.434,190,15,675,452,154,82,44,0.43902439,0.327526132,0.797909408,0.219512195,0.480836237,0.790940767,0.616724739,0.81533101,0.777003484,-0.380177977,-0.482737391,0.437713959,-0.936723372,-0.274850128,0.666840015,-0.095100158,0.831047042,0.250935486,0.584978707,222.9643233,0.001883053,0.717724631,2.308340956,-1.008340956
"Mason Plumlee Den - F,C",1,1,1.1,334,0.536,174,0,842,605,284,69,92,0.675958188,0.881533101,0.766550523,0.12195122,0.637630662,0.926829268,0.843205575,0.700348432,0.93728223,0.234060443,1.107411635,0.303946988,-1.183833741,0.086408388,1.461844683,0.786656026,0.400163702,1.733305664,0.721254355,756.7443025,0.547773754,574.7274376,13.76730713,-12.66730713
"Cody Zeller Cha - F,C",1,1,1,253,0.571,133,0,639,404,99,62,58,0.487804878,0.933797909,0.655052265,0.12195122,0.463414634,0.74912892,0.421602787,0.641114983,0.832752613,-0.268498264,1.653051006,-0.038830874,-1.183833741,-0.352726215,0.417426786,-0.468150851,0.168149596,0.683293454,NA,NA,NA,NA,NA,NA
De'Aaron Fox Sac - G,1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyreke Evans Mem - G,F",1,1,1.1,150,0.405,69,42,411,136,124,35,9,0.153310105,0.153310105,0.299651568,0.365853659,0.160278746,0.097560976,0.533101045,0.243902439,0.142857143,-0.907554399,-0.934838585,-0.573898756,-0.491924707,-0.845941434,-0.975130409,-0.298582354,-0.726761956,-0.829959435,0.238869532,250.6233144,-0.731621337,-767.6214007,2.613713961,-1.513713961
Jahlil Okafor Phi - C,1,1,1.1,242,0.514,106,0,590,240,58,20,49,0.456445993,0.801393728,0.529616725,0.12195122,0.404181185,0.390243902,0.191637631,0.087108014,0.794425087,-0.336746978,0.764438315,-0.264562636,-1.183833741,-0.458724222,-0.434735079,-0.746243186,-1.223935041,0.405349046,0.419667054,440.3171358,-0.386554836,-405.5756023,3.137607075,-2.037607075
Larry Nance Jr. LAL - F,0,0,1.2,190,0.526,59,10,449,369,96,82,40,0.285714286,0.836236934,0.229965157,0.198606272,0.226480836,0.696864111,0.390243902,0.81533101,0.721254355,-0.659377259,0.951514671,-0.657503112,-1.019093495,-0.763738897,0.235562973,-0.48849907,0.831047042,0.127404638,0.488966318,268.1889771,-0.160298057,-87.92051768,2.208876643,-1.008876643
"Jaylen Brown Bos - G,F",0,0,1.1,192,0.454,85,46,515,220,64,35,18,0.296167247,0.50174216,0.418118467,0.418118467,0.289198606,0.327526132,0.222996516,0.243902439,0.324041812,-0.646968402,-0.170943465,-0.440131785,-0.426028609,-0.620966071,-0.538657258,-0.705546746,-0.726761956,-0.552015027,0.337979094,354.609649,-0.536446591,-562.8429116,3.470915079,-2.370915079
Josh Richardson Mia - F,0,0,1.4,202,0.394,60,75,539,169,139,60,40,0.324041812,0.094076655,0.236933798,0.574912892,0.341463415,0.191637631,0.571428571,0.609756098,0.721254355,-0.584924117,-1.106325245,-0.649142677,0.051718105,-0.569048679,-0.803658814,-0.196841256,0.101859851,0.127404638,0.407278358,121.0436744,-0.403217577,-119.8368047,3.202852481,-1.802852481
Patty Mills SA - G,0,0,1.1,273,0.44,66,147,759,141,279,65,3,0.543554007,0.365853659,0.282229965,0.895470383,0.56097561,0.104529617,0.832752613,0.662020906,0.020905923,-0.144409694,-0.389199213,-0.598980063,1.237847878,-0.093139258,-0.949149864,0.752742327,0.267584213,-1.015255707,0.474254743,497.5908592,-0.103551043,-108.6463615,2.121278581,-1.021278581
"Skal Labissiere Sac - F,C",0,0,1.3,117,0.537,52,3,289,162,27,16,13,0.090592334,0.888501742,0.198606272,0.174216028,0.076655052,0.170731707,0.038327526,0.059233449,0.233449477,-1.112300539,1.123001331,-0.716026162,-1.134411667,-1.10985484,-0.840031577,-0.956508122,-1.35651453,-0.706428587,0.214479288,81.74866653,-0.756563855,-288.3639113,2.390246146,-1.090246146
"Andre Roberson OKC - G,F",0,0,1.6,215,0.464,47,45,522,403,79,94,80,0.362369338,0.595818815,0.177700348,0.404181185,0.303135889,0.745644599,0.31358885,0.905923345,0.905923345,-0.504266547,-0.015046501,-0.75782834,-0.442502633,-0.605823498,0.412230677,-0.603805648,1.22878551,1.362713119,0.523809524,111.4479743,0.008272904,1.760178801,2.337145727,-0.737145727
"Andre Iguodala GS - G,F",0,0,1.5,219,0.528,72,64,574,304,261,76,39,0.3728223,0.846689895,0.327526132,0.519163763,0.365853659,0.578397213,0.808362369,0.759581882,0.693379791,-0.479448833,0.982694064,-0.548817449,-0.129496166,-0.493335817,-0.102184107,0.630653009,0.632177808,0.096521926,0.585753,144.4644653,0.065418271,16.13413073,2.695396256,-1.195396256
John Collins Atl - F,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caris LeVert Bkn - G,F",0,0,1.2,171,0.45,67,59,468,188,110,49,8,0.216027875,0.459930314,0.292682927,0.49825784,0.240418118,0.243902439,0.463414634,0.480836237,0.128919861,-0.777261401,-0.23330225,-0.590619627,-0.211866289,-0.722637629,-0.704932744,-0.393540712,-0.262733744,-0.860842147,0.33604336,184.3135646,-0.528637394,-289.9478279,3.471339319,-2.271339319
"Danny Green SA - G,F",0,0,1.3,176,0.392,27,118,497,224,124,70,57,0.240418118,0.080139373,0.045296167,0.797909408,0.271777003,0.337979094,0.533101045,0.710801394,0.829268293,-0.746239258,-1.137504637,-0.925037053,0.760101164,-0.659904114,-0.517872822,-0.298582354,0.433308575,0.652410742,0.427409988,162.90709,-0.271035529,-103.3050478,2.616882297,-1.316882297
Dewayne Dedmon Atl - C,0,0,2.3,161,0.622,65,0,387,496,44,37,61,0.191637631,0.968641115,0.275261324,0.12195122,0.135888502,0.846689895,0.101045296,0.268292683,0.843205575,-0.839305685,2.44812552,-0.607340498,-1.183833741,-0.897858825,0.895468809,-0.841201544,-0.660472212,0.775941591,0.416957027,50.06032654,-0.101164065,-12.14587071,2.120109145,0.179890855
"J.R. Smith Cle - G,F",0,0,1.3,123,0.346,10,95,351,113,62,40,11,0.097560976,0.013937282,0.010452962,0.682926829,0.118466899,0.048780488,0.205574913,0.327526132,0.18466899,-1.075073968,-1.854630669,-1.06716446,0.381198598,-0.975734912,-1.094640915,-0.719112226,-0.561037595,-0.768194011,0.187766163,71.56697341,-0.859376684,-327.5509666,1.310476555,-0.010476555
Boban Marjanovic Det - C,0,0,1.6,72,0.545,47,0,191,130,9,6,12,0.027874564,0.902439024,0.177700348,0.12195122,0.031358885,0.083623693,0.006968641,0.010452962,0.202090592,-1.391499821,1.247718902,-0.75782834,-1.183833741,-1.321850855,-1.006307063,-1.078597439,-1.687963253,-0.737311299,0.173828881,36.98458274,-0.879719212,-187.1728552,1.088445772,0.511554228
Malik Monk Cha - G,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norman Powell Tor - G,F",0,0,1.5,227,0.449,126,56,636,169,82,52,14,0.397212544,0.445993031,0.620209059,0.484320557,0.445993031,0.191637631,0.334494774,0.526132404,0.254355401,-0.429813405,-0.248891946,-0.097353923,-0.261288363,-0.359215889,-0.803658814,-0.583457429,-0.163299127,-0.675545875,0.411149826,101.4020239,-0.402502752,-99.26939316,3.200153584,-1.700153584
"Patrick Patterson OKC - F,C",0,0,1,154,0.401,43,94,445,293,76,40,23,0.167247387,0.128919861,0.135888502,0.675958188,0.222996516,0.557491289,0.292682927,0.327526132,0.442508711,-0.882736685,-0.99719737,-0.791270083,0.364724573,-0.772391796,-0.159341306,-0.624153868,-0.561037595,-0.397601467,NA,NA,NA,NA,NA,NA
"Jeremy Lamb Cha - G,F",0,0,1.7,226,0.46,110,41,603,264,74,27,23,0.393728223,0.557491289,0.554006969,0.358885017,0.414634146,0.487804878,0.275261324,0.142857143,0.442508711,-0.436017834,-0.077405287,-0.231120894,-0.508398732,-0.430602302,-0.310028465,-0.637719348,-0.991920935,-0.397601467,0.403019744,75.95142997,-0.446757251,-84.19401916,3.346735595,-1.646735595
JaMychal Green Mem - F,0,0,1.5,250,0.501,134,55,689,544,84,47,34,0.480836237,0.756097561,0.662020906,0.470383275,0.505226481,0.902439024,0.341463415,0.449477352,0.634146341,-0.28711155,0.561772263,-0.030470438,-0.277762387,-0.244564983,1.144882038,-0.569891949,-0.329023489,-0.057891634,0.578010066,142.5548227,-0.010006903,-2.468006004,2.260480184,-0.760480184
Monta Ellis Ind - G,0,0,1,247,0.443,93,43,630,204,236,78,27,0.473867596,0.397212544,0.459930314,0.37630662,0.442508711,0.282229965,0.787456446,0.777003484,0.515679443,-0.305724835,-0.342430124,-0.3732483,-0.475450683,-0.372195237,-0.621795001,0.461084512,0.698467553,-0.274070619,NA,NA,NA,NA,NA,NA
Emmanuel Mudiay Den - G,0,0,1,208,0.377,131,56,603,178,217,41,13,0.348432056,0.048780488,0.641114983,0.484320557,0.414634146,0.212543554,0.770034843,0.355400697,0.233449477,-0.547697546,-1.371350082,-0.055551745,-0.261288363,-0.430602302,-0.756893834,0.332212454,-0.527892722,-0.706428587,NA,NA,NA,NA,NA,NA
Jake Layman Por - F,0,0,NA,26,0.292,13,13,78,24,11,8,3,0.003484321,0.003484321,0.017421603,0.209059233,0.003484321,0.003484321,0.010452962,0.020905923,0.020905923,-1.676903532,-2.696474271,-1.042083153,-0.969671421,-1.56629524,-1.55709461,-1.06503196,-1.621673509,-1.015255707,NA,NA,NA,NA,NA,NA
Deron Williams Cle - G,0,0,NA,263,0.438,90,85,701,147,360,31,8,0.508710801,0.348432056,0.445993031,0.620209059,0.512195122,0.114982578,0.898954704,0.18815331,0.128919861,-0.206453979,-0.420378606,-0.398329607,0.216458351,-0.218606287,-0.917973211,1.302144256,-0.859341446,-0.860842147,NA,NA,NA,NA,NA,NA
Matthew Dellavedova Mil - G,0,0,1,208,0.39,82,79,577,146,357,53,0,0.348432056,0.069686411,0.393728223,0.606271777,0.37630662,0.111498258,0.891986063,0.540069686,0.003484321,-0.547697546,-1.16868403,-0.465213092,0.117614204,-0.486846143,-0.92316932,1.281796037,-0.130154255,-1.107903844,NA,NA,NA,NA,NA,NA
Chandler Parsons Mem - F,0,0,1.2,75,0.338,35,25,210,84,55,20,5,0.034843206,0.010452962,0.080139373,0.264808362,0.038327526,0.024390244,0.156794425,0.087108014,0.048780488,-1.372886536,-1.97934824,-0.858153568,-0.771983126,-1.280749587,-1.245328074,-0.766591405,-1.223935041,-0.953490283,0.0828494,45.44136271,-1.161385096,-636.9982332,1.786242502,-0.586242502
"Stanley Johnson Det - G,F",0,0,NA,129,0.353,36,45,339,189,105,56,24,0.111498258,0.017421603,0.090592334,0.404181185,0.111498258,0.24738676,0.43554007,0.574912892,0.466898955,-1.037847397,-1.745502795,-0.849793132,-0.442502633,-1.001693608,-0.699736635,-0.427454412,-0.030719638,-0.366718755,NA,NA,NA,NA,NA,NA
"Mike Muscala Atl - F,C",0,0,NA,170,0.504,49,46,435,239,95,30,41,0.209059233,0.773519164,0.181184669,0.418118467,0.198606272,0.383275261,0.3728223,0.170731707,0.735191638,-0.783465829,0.608541352,-0.741107469,-0.426028609,-0.794024042,-0.439931188,-0.49528181,-0.892486318,0.15828735,NA,NA,NA,NA,NA,NA
Milos Teodosic LAC - G,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Chandler Pho - C,0,0,1.2,153,0.671,91,0,397,539,30,33,24,0.163763066,0.996515679,0.452961672,0.12195122,0.146341463,0.898954704,0.048780488,0.209059233,0.466898955,-0.888941113,3.21202064,-0.389969171,-1.183833741,-0.876226579,1.118901493,-0.936159902,-0.793051701,-0.366718755,0.389469609,213.6168733,-0.122664314,-67.27910652,2.13839323,-0.93839323
"P.J. Tucker Hou - G,F",0,0,NA,199,0.413,72,70,540,471,99,116,19,0.31010453,0.191637631,0.327526132,0.540069686,0.344947735,0.818815331,0.421602787,0.944250871,0.341463415,-0.603537403,-0.810121014,-0.548817449,-0.030652018,-0.566885455,0.765566085,-0.468150851,1.957972701,-0.521132315,NA,NA,NA,NA,NA,NA
"Kyle O'Quinn NY - F,C",0,0,NA,215,0.521,64,2,496,438,117,36,104,0.362369338,0.832752613,0.264808362,0.149825784,0.264808362,0.777003484,0.487804878,0.254355401,0.961672474,-0.504266547,0.87356619,-0.615700934,-1.150885692,-0.662067339,0.59409449,-0.346061533,-0.693617084,2.103898208,NA,NA,NA,NA,NA,NA
Cory Joseph Ind - G,0,0,1,299,0.452,94,48,740,235,265,66,13,0.606271777,0.484320557,0.466898955,0.421602787,0.533101045,0.3728223,0.81533101,0.679442509,0.233449477,0.016905446,-0.202122857,-0.364887864,-0.39308056,-0.134240526,-0.460715624,0.657783968,0.300729085,-0.706428587,NA,NA,NA,NA,NA,NA
DeMarre Carroll Bkn - F,0,0,1.1,220,0.4,89,109,638,275,74,80,27,0.379790941,0.12543554,0.432055749,0.74912892,0.456445993,0.505226481,0.275261324,0.787456446,0.515679443,-0.473244404,-1.012787067,-0.406690043,0.611834942,-0.35488944,-0.252871267,-0.637719348,0.764757298,-0.274070619,0.469608982,492.7164997,-0.226186661,-237.3163718,2.425156817,-1.325156817
"C.J. Miles Tor - G,F",0,0,1.1,281,0.434,84,169,815,229,48,46,25,0.557491289,0.327526132,0.400696864,0.933797909,0.606271777,0.358885017,0.128919861,0.432055749,0.480836237,-0.094774267,-0.482737391,-0.448492221,1.600276419,0.028001322,-0.491892278,-0.814070584,-0.362168361,-0.335836043,0.469608982,492.7164997,-0.155743711,-163.407216,2.197975884,-1.097975884
"Tony Allen NO - G,F",0,0,NA,274,0.461,80,15,643,391,98,115,29,0.547038328,0.571428571,0.379790941,0.219512195,0.466898955,0.721254355,0.407665505,0.93728223,0.547038328,-0.138205266,-0.06181559,-0.481933964,-0.936723372,-0.344073316,0.34987737,-0.474933591,1.924827829,-0.212305195,NA,NA,NA,NA,NA,NA
Dante Exum Uta - G,0,0,NA,155,0.427,58,44,412,132,110,21,12,0.174216028,0.275261324,0.222996516,0.379790941,0.163763066,0.090592334,0.463414634,0.101045296,0.202090592,-0.876532256,-0.591865266,-0.665863548,-0.458976658,-0.843778209,-0.995914845,-0.393540712,-1.190790169,-0.737311299,NA,NA,NA,NA,NA,NA
Sean Kilpatrick Bkn - G,0,0,1.1,305,0.415,204,105,919,280,157,45,6,0.620209059,0.195121951,0.818815331,0.721254355,0.693379791,0.522648084,0.6271777,0.411149826,0.073170732,0.054132017,-0.778941622,0.554760058,0.545938844,0.252976685,-0.226890722,-0.074751938,-0.395313233,-0.922607571,0.520325203,545.9282569,-0.110077498,-115.4939569,2.125592919,-1.025592919
Timofey Mozgov Bkn - C,0,0,1.4,169,0.515,63,0,401,264,43,16,31,0.205574913,0.81533101,0.254355401,0.12195122,0.153310105,0.487804878,0.094076655,0.059233449,0.585365854,-0.789670258,0.780028012,-0.62406137,-1.183833741,-0.86757368,-0.310028465,-0.847984284,-1.35651453,-0.150539771,0.308555943,91.70324001,-0.594464232,-176.675567,3.38971557,-1.98971557
"Lance Stephenson Ind - G,F",0,0,1.9,54,0.45,8,6,122,52,59,5,3,0.017421603,0.459930314,0.006968641,0.18466899,0.010452962,0.017421603,0.198606272,0.006968641,0.020905923,-1.503179534,-0.23330225,-1.083885331,-1.084989594,-1.471113356,-1.41160356,-0.739460446,-1.721108126,-1.015255707,0.102593883,15.98399344,-1.1404331,-177.6779926,1.211037225,0.688962775
"Alan Williams Pho - F,C",0,0,1.1,138,0.517,70,0,346,292,23,27,32,0.128919861,0.825783972,0.306620209,0.12195122,0.114982578,0.550522648,0.034843206,0.142857143,0.606271777,-0.982007541,0.811207404,-0.56553832,-1.183833741,-0.986551036,-0.164537415,-0.983639081,-0.991920935,-0.119657058,0.31475029,330.2378518,-0.57405308,-602.2998608,3.434479617,-2.334479617
Tony Parker SA - G,0,0,1.9,265,0.466,85,23,638,113,285,34,2,0.515679443,0.602787456,0.418118467,0.254355401,0.456445993,0.048780488,0.850174216,0.229965157,0.010452962,-0.194045122,0.016132891,-0.440131785,-0.804931175,-0.35488944,-1.094640915,0.793438766,-0.759906829,-1.04613842,0.37630662,58.62808161,-0.431679114,-67.2550441,3.301853333,-1.401853333
Kelly Oubre Jr. Was - F,0,0,NA,186,0.421,75,54,501,261,47,58,17,0.278745645,0.222996516,0.351916376,0.459930314,0.275261324,0.473867596,0.118466899,0.595818815,0.31358885,-0.684194973,-0.685403444,-0.523736142,-0.294236412,-0.651251216,-0.325616792,-0.820853324,0.035570107,-0.582897739,NA,NA,NA,NA,NA,NA
Paul Zipser Chi - F,0,0,NA,88,0.398,31,33,240,125,36,15,16,0.052264808,0.104529617,0.059233449,0.31358885,0.052264808,0.073170732,0.066202091,0.048780488,0.296167247,-1.292228965,-1.043966459,-0.891595311,-0.640190929,-1.215852848,-1.032287607,-0.895463463,-1.389659403,-0.613780451,NA,NA,NA,NA,NA,NA
"Thon Maker Mil - F,C",0,0,1.4,83,0.459,32,28,226,114,23,10,26,0.045296167,0.554006969,0.066202091,0.289198606,0.048780488,0.055749129,0.034843206,0.024390244,0.49825784,-1.323251108,-0.092994983,-0.883234875,-0.722561052,-1.246137993,-1.089444806,-0.983639081,-1.555383764,-0.304953331,0.179636082,53.38808452,-0.911288999,-270.8363128,0.758702598,0.641297402
"Jamal Crawford Min - G,F",0,0,1.1,359,0.413,174,116,1008,129,213,61,14,0.700348432,0.191637631,0.766550523,0.780487805,0.742160279,0.080139373,0.766550523,0.634146341,0.254355401,0.389171156,-0.810121014,0.303946988,0.727153115,0.445503679,-1.011503172,0.305081495,0.135004724,-0.675545875,0.546264034,573.1434304,-0.021256545,-22.30249175,2.22192087,-1.12192087
"Glenn Robinson III Ind - G,F",0,0,NA,158,0.467,54,49,419,245,47,41,20,0.18466899,0.613240418,0.202090592,0.43902439,0.167247387,0.418118467,0.118466899,0.355400697,0.383275261,-0.857918971,0.031722588,-0.699305291,-0.376606535,-0.828635637,-0.408754535,-0.820853324,-0.527892722,-0.490249603,NA,NA,NA,NA,NA,NA
Delon Wright Tor - G,0,0,NA,49,0.422,42,10,150,48,57,27,11,0.010452962,0.233449477,0.118466899,0.198606272,0.017421603,0.013937282,0.177700348,0.142857143,0.18466899,-1.534201676,-0.669813747,-0.799630519,-1.019093495,-1.410543066,-1.432387995,-0.753025925,-0.991920935,-0.768194011,NA,NA,NA,NA,NA,NA
"Kyle Korver Cle - G,F",0,0,1.2,239,0.464,38,162,678,186,110,34,21,0.452961672,0.595818815,0.104529617,0.926829268,0.491289199,0.236933798,0.463414634,0.229965157,0.407665505,-0.355360263,-0.015046501,-0.833072261,1.484958247,-0.268360454,-0.715324962,-0.393540712,-0.759906829,-0.459366891,0.43437863,238.24864,-0.257224514,-141.0828859,2.555355111,-1.355355111
"Tony Snell Mil - G,F",0,0,NA,246,0.455,47,144,683,248,96,55,14,0.470383275,0.519163763,0.177700348,0.881533101,0.49825784,0.43902439,0.390243902,0.56097561,0.254355401,-0.311929264,-0.155353768,-0.75782834,1.188425804,-0.257544331,-0.393166208,-0.48849907,-0.06386451,-0.675545875,NA,NA,NA,NA,NA,NA
"Alex Len Pho - F,C",0,0,1.9,230,0.497,150,3,613,510,44,38,98,0.414634146,0.74912892,0.717770035,0.174216028,0.425087108,0.864111498,0.101045296,0.292682927,0.947735192,-0.41120012,0.499413478,0.103296533,-1.134411667,-0.408970056,0.968214334,-0.841201544,-0.627327339,1.918601936,0.52071235,81.12630634,0.007379506,1.149717427,2.332987149,-0.432987149
"Joe Johnson Uta - G,F",0,0,1.4,273,0.437,63,106,715,243,144,36,18,0.543554007,0.341463415,0.254355401,0.731707317,0.522648084,0.400696864,0.595818815,0.254355401,0.324041812,-0.144409694,-0.435968302,-0.62406137,0.562412868,-0.188321142,-0.419146753,-0.162927556,-0.693617084,-0.552015027,0.440960124,131.0539402,-0.29533934,-87.77524796,2.728382679,-1.328382679
"Jonathon Simmons Orl - G,F",0,0,1.2,177,0.42,99,30,483,160,126,47,25,0.243902439,0.219512195,0.494773519,0.296167247,0.257839721,0.160278746,0.540069686,0.449477352,0.480836237,-0.74003483,-0.70099314,-0.323085686,-0.689613003,-0.690189259,-0.850423794,-0.285016874,-0.329023489,-0.335836043,0.349206349,191.5332204,-0.549357346,-301.3123385,3.464935982,-2.264935982
"John Henson Mil - F,C",0,0,NA,159,0.515,74,0,392,295,57,29,78,0.18815331,0.81533101,0.344947735,0.12195122,0.142857143,0.567944251,0.177700348,0.153310105,0.895470383,-0.851714542,0.780028012,-0.532096577,-1.183833741,-0.887042702,-0.148949088,-0.753025925,-0.92563119,1.300947695,NA,NA,NA,NA,NA,NA
"Evan Turner Por - G,F",0,0,1,235,0.426,85,31,586,247,205,54,24,0.43902439,0.268292683,0.418118467,0.299651568,0.393728223,0.428571429,0.742160279,0.554006969,0.466898955,-0.380177977,-0.607454962,-0.440131785,-0.673138978,-0.467377121,-0.398362317,0.250819576,-0.097009382,-0.366718755,NA,NA,NA,NA,NA,NA
"Kenneth Faried Den - F,C",0,0,1.2,228,0.548,131,0,587,462,55,43,40,0.404181185,0.912891986,0.641114983,0.12195122,0.400696864,0.801393728,0.156794425,0.386759582,0.721254355,-0.423608977,1.294487991,-0.055551745,-1.183833741,-0.465213896,0.718801105,-0.766591405,-0.461602978,0.127404638,0.505226481,277.1073754,-0.135078779,-74.08821049,2.156529432,-0.956529432
Ian Mahinmi Was - C,0,0,NA,65,0.586,43,0,173,150,19,34,24,0.024390244,0.951219512,0.135888502,0.12195122,0.024390244,0.118466899,0.020905923,0.229965157,0.466898955,-1.434930821,1.886896452,-0.791270083,-1.183833741,-1.360788899,-0.902384884,-1.010770041,-0.759906829,-0.366718755,NA,NA,NA,NA,NA,NA
"Denzel Valentine Chi - G,F",0,0,NA,102,0.354,14,73,291,151,63,30,7,0.069686411,0.020905923,0.020905923,0.56445993,0.080139373,0.12543554,0.212543554,0.170731707,0.097560976,-1.205366966,-1.729913098,-1.033722717,0.018770056,-1.105528391,-0.897188775,-0.712329486,-0.892486318,-0.891724859,NA,NA,NA,NA,NA,NA
